Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Provision for Loan Losses";"Net Revenue after Provisions";"Total Non-Interest Expense";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
SRCE;767938;USD;2012;Q3;2012-09-30;2012-10-25;2013-10-24;26707096;26718445;58123000;-650000;57473000;-37193000;20280000;;20369000;-7364000;13005000;;13005000;13005000
SRCE;767938;USD;2012;Q4;2012-12-31;2013-02-22;2015-02-20;26694150;26702558;59575000;-793000;58782000;-39717000;19065000;;18573000;-6227000;12346000;;12346000;12346000
SRCE;767938;USD;2013;Q1;2013-03-31;2013-04-25;2014-04-24;26754184;26756761;56702000;-757000;55945000;-36550000;19395000;;19395000;-6991000;12404000;;12404000;12404000
SRCE;767938;USD;2013;Q2;2013-06-30;2013-07-25;2014-07-24;26804282;26805870;58992000;-1293000;57699000;-35744000;21955000;;21955000;-8013000;13942000;;13942000;13942000
SRCE;767938;USD;2013;Q3;2013-09-30;2013-10-24;2014-10-23;26802842;26803820;61316000;419000;61735000;-38430000;23305000;;23305000;-8409000;14896000;;14896000;14896000
SRCE;767938;USD;2013;Q4;2013-12-31;2014-02-21;2016-02-19;26755037;26752469;57019000;859000;57878000;-38590000;19288000;;19288000;-5572000;13716000;;13716000;13716000
SRCE;767938;USD;2014;Q1;2014-03-31;2014-04-24;2015-04-23;26749191;26749191;58016000;-804000;57212000;-35973000;21239000;;21239000;-7607000;13632000;;13632000;13632000
SRCE;767938;USD;2014;Q2;2014-06-30;2014-07-24;2015-07-23;29134368;29134368;59383000;-2543000;56840000;-34424000;22416000;;22416000;-7922000;14494000;;14494000;14494000
SRCE;767938;USD;2014;Q3;2014-09-30;2014-10-23;2015-10-22;26262864;26262864;60102000;-1206000;58896000;-37653000;21243000;;21243000;-6296000;14947000;;14947000;14947000
SRCE;767938;USD;2014;Q4;2014-12-31;2015-02-20;2017-02-17;23592653;23592653;60715000;820000;61535000;-41990000;19545000;;19545000;-4549000;14996000;;14996000;14996000
SRCE;767938;USD;2015;Q1;2015-03-31;2015-04-23;2016-04-21;26258273;26258273;59187000;-357000;58830000;-38061000;20769000;;20769000;-7258000;13511000;;13511000;13511000
SRCE;767938;USD;2015;Q2;2015-06-30;2015-07-23;2016-07-21;26212999;26212999;63196000;-811000;62385000;-38241000;24144000;;24144000;-8514000;15630000;;15630000;15630000
SRCE;767938;USD;2015;Q3;2015-09-30;2015-10-22;2016-10-20;26164646;26164646;63341000;-992000;62349000;-41068000;21281000;;21281000;-7353000;13928000;;13928000;13928000
SRCE;767938;USD;2015;Q4;2015-12-31;2016-02-19;2018-02-16;26057486;26057486;64113000;0;64113000;-41744000;22369000;;22369000;-7952000;14417000;;14417000;14417000
SRCE;767938;USD;2016;Q1;2016-03-31;2016-04-21;2017-04-20;25923530;25923530;62916000;-975000;61941000;-40705000;21236000;;21236000;-7418000;13818000;;13818000;13818000
SRCE;767938;USD;2016;Q2;2016-06-30;2016-07-21;2017-07-20;25853537;25853537;64590000;-2049000;62541000;-40034000;22507000;;22507000;-8028000;14479000;;14479000;14479000
SRCE;767938;USD;2016;Q3;2016-09-30;2016-10-20;2017-10-19;25867169;25867169;65359000;-2067000;63292000;-41145000;22147000;;22147000;-7883000;14264000;;14264000;14264000
SRCE;767938;USD;2016;Q4;2016-12-31;2017-02-17;2019-02-22;25873352;25873352;65739000;-742000;64997000;-41761000;23236000;;23236000;-8011000;15225000;;15225000;15225000
SRCE;767938;USD;2017;Q1;2017-03-31;2017-04-20;2018-04-19;25903397;25903397;67034000;-1000000;66034000;-41119000;24915000;;24915000;-8709000;16206000;;16206000;16206000
SRCE;767938;USD;2017;Q2;2017-06-30;2017-07-20;2018-07-19;25927032;25927032;69997000;-2738000;67259000;-41105000;26154000;;26154000;-9485000;16669000;;16669000;16669000
SRCE;767938;USD;2017;Q3;2017-09-30;2017-10-19;2018-10-18;25935867;25935867;72821000;-1620000;71201000;-44460000;26741000;;26741000;-9559000;17182000;;17182000;17182000
SRCE;767938;USD;2017;Q4;2017-12-31;2018-02-16;2019-02-22;25936984;25936984;74485000;-3622000;70863000;-47313000;23550000;;23550000;-5556000;17994000;;17994000;17994000
SRCE;767938;USD;2018;Q1;2018-03-31;2018-04-19;2019-04-18;25950386;25950386;74339000;-3786000;70553000;-45557000;24996000;;24996000;-5880000;19116000;;19116000;19116000
SRCE;767938;USD;2018;Q2;2018-06-30;2018-07-19;2018-07-19;25958128;25958128;78192000;-4817000;73375000;-45877000;27498000;;27498000;-5534000;21964000;;21964000;21964000
SRCE;767938;USD;2018;Q3;2018-09-30;2018-10-18;2018-10-18;25965694;25965694;78422000;-6157000;72265000;-47342000;24923000;;24923000;-5035000;19888000;;19888000;19888000
SRCE;767938;USD;2018;Q4;2018-12-31;2019-02-22;2019-02-22;25876188;25876188;80003000;-4702000;75301000;-47691000;27610000;;27610000;-6164000;21446000;;21446000;21446000
SRCE;767938;USD;2019;Q1;2019-03-31;2019-04-18;2019-04-18;25759186;25759186;79072000;-4918000;74154000;-45204000;28950000;;28950000;-6754000;22196000;;22196000;22196000
STBA;347280;USD;2011;Q2;2011-06-30;2011-08-05;2012-08-02;27968026;27983706;45652000;-1097000;44555000;-25594000;18961000;;18961000;-4051000;14910000;;14910000;13352000
STBA;347280;USD;2011;Q3;2011-09-30;2011-11-04;2012-11-02;28002957;28025419;44212000;-1535000;42677000;-24193000;18484000;;18484000;-4681000;13803000;;13803000;12244000
STBA;347280;USD;2011;Q4;2011-12-31;2012-02-09;2014-02-21;27954051;27987870;45641000;-2337000;43304000;-26672000;16632000;;16632000;-4376000;12256000;;12256000;9317000
STBA;347280;USD;2012;Q1;2012-03-31;2012-05-10;2013-05-01;28257450;28272569;46390000;-9272000;37118000;-32783000;4335000;;4335000;-855000;3480000;;3480000;3480000
STBA;347280;USD;2012;Q2;2012-06-30;2012-08-02;2013-08-01;28791207;28810754;46350000;-7023000;39327000;-29344000;9983000;;9983000;-1383000;8600000;;8600000;8600000
STBA;347280;USD;2012;Q3;2012-09-30;2012-11-02;2013-10-31;29244588;29277232;48541000;-2305000;46236000;-31018000;15218000;;15218000;-2623000;12595000;;12595000;12595000
STBA;347280;USD;2012;Q4;2012-12-31;2013-02-25;2015-02-23;29613231;29674965;45858000;-4215000;41643000;-23750000;17893000;;11925000;-2400000;9525000;;9525000;9525000
STBA;347280;USD;2013;Q1;2013-03-31;2013-05-01;2014-05-07;29621453;29674406;45382000;-2307000;43075000;-31616000;11459000;;14552000;-2222000;12330000;;12330000;12330000
STBA;347280;USD;2013;Q2;2013-06-30;2013-08-01;2014-08-07;29654018;29677876;47463000;-1023000;46440000;-28386000;18054000;;18054000;-3951000;14103000;;14103000;14103000
STBA;347280;USD;2013;Q3;2013-09-30;2013-10-31;2014-11-05;29658065;29685600;47816000;-3419000;44397000;-27943000;16454000;;16454000;-4207000;12247000;;12247000;12247000
STBA;347280;USD;2013;Q4;2013-12-31;2014-02-21;2016-02-23;29655388;29692330;46966000;-1562000;45404000;-28609000;16795000;;15957000;-4098000;11859000;;11859000;11859000
STBA;347280;USD;2014;Q1;2014-03-31;2014-05-07;2015-05-06;29660794;29698047;47007000;-289000;46718000;-28914000;17804000;;17804000;-3771000;14033000;;14033000;14033000
STBA;347280;USD;2014;Q2;2014-06-30;2014-08-07;2015-08-05;29684300;29701194;48626000;1134000;49760000;-30165000;19595000;;19595000;-4875000;14720000;;14720000;14720000
STBA;347280;USD;2014;Q3;2014-09-30;2014-11-05;2015-11-03;29693417;29714612;49460000;-1454000;48006000;-28440000;19566000;;19566000;-4906000;14660000;;14660000;14660000
STBA;347280;USD;2014;Q4;2014-12-31;2015-02-23;2017-02-24;29693901;29721043;49287000;-1106000;48181000;-29032000;19149000;;18460000;-3963000;14497000;;14497000;14497000
STBA;347280;USD;2015;Q1;2015-03-31;2015-05-06;2016-05-04;31232075;31260948;52343000;-1207000;51136000;-31320000;19816000;;17515000;-4680000;12835000;;12835000;12835000
STBA;347280;USD;2015;Q2;2015-06-30;2015-08-05;2016-08-03;34652895;34681178;62194000;-2059000;60135000;-34583000;25552000;;24686000;-6498000;18188000;;18188000;18188000
STBA;347280;USD;2015;Q3;2015-09-30;2015-11-03;2016-11-02;34660007;34692992;62077000;-3206000;58871000;-33829000;25042000;;25042000;-6407000;18635000;;18635000;18635000
STBA;347280;USD;2015;Q4;2015-12-31;2016-02-23;2018-03-01;34706983;34757210;61970000;-3916000;58054000;-33818000;24236000;;24236000;-6813000;17423000;;17423000;17423000
STBA;347280;USD;2016;Q1;2016-03-31;2016-05-04;2017-05-04;34661016;34739514;63388000;-5014000;58374000;-38416000;19958000;;22024000;-5931000;16093000;;16093000;16093000
STBA;347280;USD;2016;Q2;2016-06-30;2016-08-03;2017-08-02;34674712;34764565;62156000;-4848000;57308000;-34753000;22555000;;22555000;-5496000;17059000;;17059000;17059000
STBA;347280;USD;2016;Q3;2016-09-30;2016-11-02;2017-11-02;34687487;34768505;64903000;-2516000;62387000;-34439000;27948000;;27948000;-7367000;20581000;;20581000;20581000
STBA;347280;USD;2016;Q4;2016-12-31;2017-02-24;2019-02-21;34687737;34820096;65381000;-5587000;59794000;-35624000;24170000;;24170000;-6511000;17659000;;17659000;17659000
STBA;347280;USD;2017;Q1;2017-03-31;2017-05-04;2018-05-04;34690250;34912261;66874000;-5183000;61691000;-36808000;24883000;;24883000;-6695000;18188000;;18188000;18188000
STBA;347280;USD;2017;Q2;2017-06-30;2017-08-02;2018-08-01;34724925;34906496;72835000;-4869000;67966000;-36597000;31369000;;31369000;-8604000;22765000;;22765000;22765000
STBA;347280;USD;2017;Q3;2017-09-30;2017-11-02;2018-11-01;34751266;34960139;71007000;-2850000;68157000;-36553000;31604000;;31604000;-8883000;22721000;;22721000;22721000
STBA;347280;USD;2017;Q4;2017-12-31;2018-03-01;2019-02-21;34751063;35040172;70479000;-981000;69498000;-37949000;31549000;;31549000;-22255000;9294000;;9294000;9294000
STBA;347280;USD;2018;Q1;2018-03-31;2018-05-04;2018-05-04;34756726;34999165;68851000;-2472000;66379000;-36082000;30297000;;32170000;-6007000;26163000;;26163000;26163000
STBA;347280;USD;2018;Q2;2018-06-30;2018-08-01;2018-08-01;34793160;35057576;70654000;-9345000;61309000;-35863000;25446000;;25446000;-4010000;21436000;;21436000;21436000
STBA;347280;USD;2018;Q3;2018-09-30;2018-11-01;2018-11-01;34799174;35019292;71304000;-462000;70842000;-37085000;33757000;;33757000;-2876000;30881000;;30881000;30881000
STBA;347280;USD;2018;Q4;2018-12-31;2019-02-21;2019-02-21;34754076;34825603;70937000;-2716000;68221000;-36415000;31806000;;31806000;-4952000;26854000;;26854000;26854000
STBA;347280;USD;2019;Q1;2019-03-31;2019-05-01;2019-05-01;34414555;34542811;71718000;-5649000;66069000;-38919000;27150000;;27150000;-4222000;22928000;;22928000;22928000
STI;335922;USD;2009;Q2;2009-06-30;2009-08-04;2010-08-06;399242000;399242000;2049230000;-962181000;1087049000;-1259816000;-172767000;;-328821000;148957000;-179864000;;-183460000;-164428000
STI;335922;USD;2009;Q3;2009-09-30;2009-11-04;2010-11-05;494169000;494169000;1912509000;-1133929000;778580000;-1282781000;-504201000;;-650267000;336056000;-314211000;;-316941000;-377144000
STI;335922;USD;2009;Q4;2009-12-31;2010-02-04;2012-02-24;495237000;503237000;1918925000;-973792000;945133000;-1418960000;-473827000;;-508127000;262210000;-245917000;;-248432000;-316047000
STI;335922;USD;2010;Q1;2010-03-31;2010-05-05;2011-05-06;495000000;498000000;1870000000;-862000000;1008000000;-1260000000;-252000000;;-353000000;194000000;-159000000;;-161000000;-229000000
STI;335922;USD;2010;Q2;2010-06-30;2010-08-06;2011-08-09;495351000;498499000;2130000000;-662000000;1468000000;-1288000000;180000000;;-35000000;50000000;15000000;;12000000;-56000000
STI;335922;USD;2010;Q3;2010-09-30;2010-11-05;2011-11-04;495501000;498802000;2285000000;-615000000;1670000000;-1342000000;328000000;;171000000;-14000000;157000000;;153000000;84000000
STI;335922;USD;2010;Q4;2010-12-31;2011-02-25;2013-02-27;495592000;499675000;2298000000;-512000000;1786000000;-1651000000;135000000;;238000000;-45000000;193000000;;185000000;114000000
STI;335922;USD;2011;Q1;2011-03-31;2011-05-06;2012-05-04;499669000;503503000;2132000000;-447000000;1685000000;-1325000000;360000000;;220000000;-33000000;187000000;;180000000;38000000
STI;335922;USD;2011;Q2;2011-06-30;2011-08-09;2012-08-01;531792000;535416000;2171000000;-392000000;1779000000;-1398000000;381000000;;237000000;-58000000;179000000;;178000000;174000000
STI;335922;USD;2011;Q3;2011-09-30;2011-11-04;2012-11-07;531928000;535395000;2166000000;-347000000;1819000000;-1499000000;320000000;;259000000;-45000000;214000000;;215000000;211000000
STI;335922;USD;2011;Q4;2011-12-31;2012-02-24;2014-02-24;532591000;536158000;2017000000;-327000000;1690000000;-1751000000;-61000000;;23000000;57000000;80000000;;74000000;72000000
STI;335922;USD;2012;Q1;2012-03-31;2012-05-04;2013-05-07;533100000;536407000;2187000000;-317000000;1870000000;-1491000000;379000000;;329000000;-69000000;260000000;;250000000;245000000
STI;335922;USD;2012;Q2;2012-06-30;2012-08-01;2013-08-08;533964000;537495000;2214000000;-300000000;1914000000;-1481000000;433000000;;368000000;-91000000;277000000;;275000000;270000000
STI;335922;USD;2012;Q3;2012-09-30;2012-11-07;2013-11-08;534506000;538699000;3813000000;-450000000;3363000000;-1694000000;1669000000;;1637000000;-551000000;1086000000;;1077000000;1066000000
STI;335922;USD;2012;Q4;2012-12-31;2013-02-27;2015-02-24;535026000;539643000;2261000000;-328000000;1933000000;-1462000000;471000000;;462000000;-101000000;361000000;;356000000;350000000
STI;335922;USD;2013;Q1;2013-03-31;2013-05-07;2014-05-07;536000000;540000000;2084000000;-212000000;1872000000;-1353000000;519000000;;519000000;-161000000;358000000;;352000000;340000000
STI;335922;USD;2013;Q2;2013-06-30;2013-08-08;2014-08-06;535172000;539763000;2067000000;-146000000;1921000000;-1387000000;534000000;;534000000;-156000000;378000000;;375000000;365000000
STI;335922;USD;2013;Q3;2013-09-30;2013-11-08;2014-11-07;533829000;538850000;1888000000;-95000000;1793000000;-1730000000;63000000;;63000000;133000000;196000000;;189000000;179000000
STI;335922;USD;2013;Q4;2013-12-31;2014-02-24;2016-02-23;532131000;537759000;2028000000;-100000000;1928000000;-1361000000;567000000;;567000000;-138000000;429000000;;428000000;413000000
STI;335922;USD;2014;Q1;2014-03-31;2014-05-07;2015-05-07;531162000;536992000;1995000000;-102000000;1893000000;-1357000000;536000000;;536000000;-125000000;411000000;;405000000;393000000
STI;335922;USD;2014;Q2;2014-06-30;2014-08-06;2015-08-05;529764000;535486000;2061000000;-73000000;1988000000;-1517000000;471000000;;576000000;-173000000;403000000;;399000000;387000000
STI;335922;USD;2014;Q3;2014-09-30;2014-11-07;2015-11-06;527402000;533230000;1995000000;-93000000;1902000000;-1259000000;643000000;;643000000;-67000000;576000000;;576000000;563000000
STI;335922;USD;2014;Q4;2014-12-31;2015-02-24;2017-02-24;521672000;527856000;2007000000;-74000000;1933000000;-1410000000;523000000;;523000000;-128000000;395000000;;394000000;379000000
STI;335922;USD;2015;Q1;2015-03-31;2015-05-07;2016-05-04;521000000;527000000;1957000000;-55000000;1902000000;-1280000000;622000000;;622000000;-191000000;431000000;;429000000;411000000
STI;335922;USD;2015;Q2;2015-06-30;2015-08-05;2016-08-04;517000000;522000000;2041000000;-26000000;2015000000;-1328000000;687000000;;687000000;-202000000;485000000;;483000000;467000000
STI;335922;USD;2015;Q3;2015-09-30;2015-11-06;2016-11-04;513000000;519000000;2022000000;-32000000;1990000000;-1264000000;726000000;;726000000;-187000000;539000000;;537000000;519000000
STI;335922;USD;2015;Q4;2015-12-31;2016-02-23;2018-02-23;508376000;514344000;2012000000;-52000000;1960000000;-1288000000;672000000;;672000000;-184000000;488000000;;484000000;466000000
STI;335922;USD;2016;Q1;2016-03-31;2016-05-04;2017-05-04;505482000;510000000;2063000000;-101000000;1962000000;-1318000000;644000000;;644000000;-195000000;449000000;;447000000;430000000
STI;335922;USD;2016;Q2;2016-06-30;2016-08-04;2017-08-04;501374000;505633000;2134000000;-146000000;1988000000;-1345000000;643000000;;695000000;-201000000;494000000;;492000000;475000000
STI;335922;USD;2016;Q3;2016-09-30;2016-11-04;2017-11-03;496304000;500885000;2197000000;-97000000;2100000000;-1409000000;691000000;;691000000;-215000000;476000000;;474000000;457000000
STI;335922;USD;2016;Q4;2016-12-31;2017-02-24;2018-02-23;491392000;497346000;2210000000;-100000000;2110000000;-1396000000;714000000;;662000000;-194000000;468000000;;465000000;449000000
STI;335922;USD;2017;Q1;2017-03-31;2017-05-04;2018-05-04;490091000;496000000;2213000000;-119000000;2094000000;-1465000000;629000000;;629000000;-159000000;470000000;;468000000;451000000
STI;335922;USD;2017;Q2;2017-06-30;2017-08-04;2018-08-03;482913000;488020000;2230000000;-90000000;2140000000;-1388000000;752000000;;752000000;-222000000;530000000;;528000000;505000000
STI;335922;USD;2017;Q3;2017-09-30;2017-11-03;2018-11-02;478258000;483640000;2276000000;-120000000;2156000000;-1391000000;765000000;;765000000;-225000000;540000000;;538000000;512000000
STI;335922;USD;2017;Q4;2017-12-31;2018-02-23;2018-02-23;474094000;480156000;2161000000;-80000000;2081000000;-1520000000;561000000;;668000000;74000000;742000000;;739000000;711000000
STI;335922;USD;2018;Q1;2018-03-31;2018-05-04;2018-05-04;468723000;473620000;2237000000;-28000000;2209000000;-1417000000;792000000;;792000000;-147000000;645000000;;643000000;612000000
STI;335922;USD;2018;Q2;2018-06-30;2018-08-03;2018-08-03;465529000;469339000;2317000000;-32000000;2285000000;-1390000000;895000000;;895000000;-171000000;724000000;;722000000;697000000
STI;335922;USD;2018;Q3;2018-09-30;2018-11-02;2018-11-02;460252000;464164000;2294000000;-61000000;2233000000;-1384000000;849000000;;849000000;-95000000;754000000;;752000000;726000000
STI;335922;USD;2018;Q4;2018-12-31;2019-02-22;2019-02-22;449184000;452721000;2365000000;-87000000;2278000000;-1482000000;796000000;;796000000;-135000000;661000000;;658000000;633000000
STI;335922;USD;2019;Q1;2019-03-31;2019-05-06;2019-05-06;443566000;446662000;2328000000;-153000000;2175000000;-1489000000;686000000;;686000000;-104000000;582000000;;580000000;554000000
STT;378219;USD;2014;Q2;2014-06-30;2014-08-08;2015-08-07;427824000;435320000;2598000000;-2000000;2596000000;-1822000000;774000000;;746000000;-124000000;622000000;;622000000;602000000
STT;378219;USD;2014;Q3;2014-09-30;2014-11-10;2015-11-06;421974000;429736000;2582000000;-2000000;2580000000;-1872000000;708000000;;688000000;-128000000;560000000;;560000000;542000000
STT;378219;USD;2014;Q4;2014-12-31;2015-02-20;2017-02-17;416473000;424157000;2609000000;-4000000;2605000000;-2005000000;600000000;;548000000;-71000000;477000000;;477000000;458000000
STT;378219;USD;2015;Q1;2015-03-31;2015-05-08;2016-05-06;412225000;418750000;2600000000;-4000000;2596000000;-2091000000;505000000;;499000000;-94000000;405000000;;405000000;373000000
STT;378219;USD;2015;Q2;2015-06-30;2015-08-07;2016-08-05;410674000;416712000;2608000000;-2000000;2606000000;-2131000000;475000000;;472000000;-54000000;418000000;;418000000;389000000
STT;378219;USD;2015;Q3;2015-09-30;2015-11-06;2016-11-03;406612000;412167000;2614000000;-5000000;2609000000;-1952000000;657000000;;647000000;-67000000;580000000;;581000000;539000000
STT;378219;USD;2015;Q4;2015-12-31;2016-02-19;2017-02-17;401913000;406923000;2538000000;-1000000;2537000000;-1851000000;686000000;;680000000;-103000000;577000000;;576000000;547000000
STT;378219;USD;2016;Q1;2016-03-31;2016-05-06;2017-05-04;399421000;403615000;2484000000;-4000000;2480000000;-1946000000;534000000;;430000000;-62000000;368000000;;368000000;319000000
STT;378219;USD;2016;Q2;2016-06-30;2016-08-05;2017-08-04;394160000;398847000;2573000000;-4000000;2569000000;-1840000000;729000000;;709000000;-92000000;617000000;;619000000;585000000
STT;378219;USD;2016;Q3;2016-09-30;2016-11-03;2016-11-03;388358000;393212000;2620000000;0;2620000000;-1942000000;678000000;;636000000;-72000000;564000000;;563000000;507000000
STT;378219;USD;2016;Q4;2016-12-31;2017-02-17;2017-02-17;384001000;388686000;2530000000;-2000000;2528000000;-2140000000;388000000;;345000000;248000000;593000000;;593000000;557000000
STT;378219;USD;2017;Q1;2017-03-31;2017-05-04;2017-05-04;381224000;386417000;2668000000;2000000;2670000000;-2057000000;613000000;;584000000;-82000000;502000000;;502000000;446000000
STT;378219;USD;2017;Q2;2017-06-30;2017-08-04;2017-08-04;375395000;380915000;2810000000;-3000000;2807000000;-1960000000;847000000;;776000000;-156000000;620000000;;620000000;584000000
STT;378219;USD;2017;Q3;2017-09-30;2017-11-01;2017-11-01;372765000;378518000;2846000000;-3000000;2843000000;-1988000000;855000000;;822000000;-137000000;685000000;;685000000;629000000
STT;378219;USD;2017;Q4;2017-12-31;2018-02-26;2018-02-26;369788000;375002000;2846000000;2000000;2848000000;-1998000000;850000000;;717000000;-347000000;370000000;;370000000;334000000
STT;378219;USD;2018;Q1;2018-03-31;2018-05-03;2018-05-03;367439000;372619000;3019000000;0;3019000000;-2256000000;763000000;;763000000;-102000000;661000000;;661000000;605000000
STT;378219;USD;2018;Q2;2018-06-30;2018-07-25;2018-07-25;365619000;370410000;3026000000;-2000000;3024000000;-2159000000;865000000;;865000000;-131000000;734000000;;734000000;698000000
STT;378219;USD;2018;Q3;2018-09-30;2018-10-31;2018-10-31;374963000;379383000;2951000000;-5000000;2946000000;-2079000000;867000000;;867000000;-102000000;765000000;;765000000;709000000
STT;378219;USD;2018;Q4;2018-12-31;2019-02-21;2019-02-21;379911000;383492000;2986000000;-8000000;2978000000;-2450000000;528000000;;504000000;-65000000;439000000;;439000000;398000000
STT;378219;USD;2019;Q1;2019-03-31;2019-05-01;2019-05-01;377915000;381703000;2932000000;-4000000;2928000000;-2284000000;644000000;;635000000;-127000000;508000000;;508000000;452000000
SYF;493399;USD;2014;Q2;2014-06-30;2014-09-05;2015-07-31;705000000;705000000;2305000000;-681000000;1624000000;-860000000;764000000;;764000000;-292000000;472000000;;472000000;472000000
SYF;493399;USD;2014;Q3;2014-09-30;2014-10-31;2015-10-30;782000000;782000000;2366000000;-675000000;1691000000;-812000000;879000000;;879000000;-331000000;548000000;;548000000;548000000
SYF;493399;USD;2014;Q4;2014-12-31;2015-02-23;2017-02-23;837600000;838400000;2533000000;-797000000;1736000000;-883000000;853000000;;853000000;-322000000;531000000;;531000000;531000000
SYF;493399;USD;2015;Q1;2015-03-31;2015-05-01;2016-04-28;834000000;835000000;2394000000;-687000000;1707000000;-824000000;883000000;;883000000;-331000000;552000000;;552000000;552000000
SYF;493399;USD;2015;Q2;2015-06-30;2015-07-31;2016-07-28;834000000;835000000;2500000000;-740000000;1760000000;-899000000;861000000;;861000000;-320000000;541000000;;541000000;541000000
SYF;493399;USD;2015;Q3;2015-09-30;2015-10-30;2016-10-27;834000000;836000000;2586000000;-702000000;1884000000;-965000000;919000000;;919000000;-345000000;574000000;;574000000;574000000
SYF;493399;USD;2015;Q4;2015-12-31;2016-02-25;2017-02-23;833200000;836000000;2686000000;-823000000;1863000000;-995000000;868000000;;868000000;-321000000;547000000;;547000000;547000000
SYF;493399;USD;2016;Q1;2016-03-31;2016-04-28;2017-05-01;833800000;835500000;2741000000;-903000000;1838000000;-910000000;928000000;;928000000;-346000000;582000000;;582000000;582000000
SYF;493399;USD;2016;Q2;2016-06-30;2016-07-28;2017-07-28;833900000;836200000;2766000000;-1021000000;1745000000;-974000000;771000000;;771000000;-282000000;489000000;;489000000;489000000
SYF;493399;USD;2016;Q3;2016-09-30;2016-10-27;2016-10-27;828000000;831000000;2953000000;-986000000;1967000000;-1004000000;963000000;;963000000;-359000000;604000000;;604000000;604000000
SYF;493399;USD;2016;Q4;2016-12-31;2017-02-23;2017-02-23;821100000;823300000;3059000000;-1076000000;1983000000;-1075000000;908000000;;908000000;-332000000;576000000;;576000000;576000000
SYF;493399;USD;2017;Q1;2017-03-31;2017-05-01;2017-05-01;813100000;817100000;3133000000;-1306000000;1827000000;-1045000000;782000000;;782000000;-283000000;499000000;;499000000;499000000
SYF;493399;USD;2017;Q2;2017-06-30;2017-07-28;2017-07-28;804000000;807400000;3231000000;-1326000000;1905000000;-1117000000;788000000;;788000000;-292000000;496000000;;496000000;496000000
SYF;493399;USD;2017;Q3;2017-09-30;2017-10-26;2017-10-26;787300000;790900000;3315000000;-1310000000;2005000000;-1126000000;879000000;;879000000;-324000000;555000000;;555000000;555000000
SYF;493399;USD;2017;Q4;2017-12-31;2018-02-22;2018-02-22;778000000;783400000;3392000000;-1354000000;2038000000;-1163000000;875000000;;875000000;-490000000;385000000;;385000000;385000000
SYF;493399;USD;2018;Q1;2018-03-31;2018-04-26;2018-04-26;763700000;770300000;3352000000;-1362000000;1990000000;-1143000000;847000000;;847000000;-207000000;640000000;;640000000;640000000
SYF;493399;USD;2018;Q2;2018-06-30;2018-07-27;2018-07-27;752200000;758300000;3339000000;-1280000000;2059000000;-1167000000;892000000;;892000000;-196000000;696000000;;696000000;696000000
SYF;493399;USD;2018;Q3;2018-09-30;2018-10-25;2018-10-25;734900000;738800000;3594000000;-1451000000;2143000000;-1250000000;893000000;;893000000;-222000000;671000000;;671000000;671000000
SYF;493399;USD;2018;Q4;2018-12-31;2019-02-15;2019-02-15;718400000;720200000;3750000000;-1452000000;2298000000;-1286000000;1012000000;;1012000000;-229000000;783000000;;783000000;783000000
SYF;493399;USD;2019;Q1;2019-03-31;2019-04-25;2019-04-25;706300000;708900000;3531000000;-859000000;2672000000;-1210000000;1462000000;;1462000000;-355000000;1107000000;;1107000000;1107000000
TFSL;360767;USD;2010;Q3;2010-06-30;2010-08-06;2011-08-09;299826025;300557738;85792000;-30000000;55792000;-40523000;15269000;200000;15311000;-5074000;10237000;;10237000;10237000
TFSL;360767;USD;2010;Q4;2010-09-30;2010-11-08;2012-11-29;300004035;300004037;61848000;-35000000;26848000;-40678000;-13830000;123000;-14849000;4102000;-10747000;;-10747000;-10747000
TFSL;360767;USD;2011;Q1;2010-12-31;2011-02-09;2012-02-09;300140571;300140571;66505000;-34500000;32005000;-40618000;-8613000;;-10939000;3591000;-7348000;;-7348000;-7348000
TFSL;360767;USD;2011;Q2;2011-03-31;2011-05-09;2012-05-10;300215753;300957564;69168000;-22500000;46668000;-42399000;4269000;;2693000;-469000;2224000;;2224000;2224000
TFSL;360767;USD;2011;Q3;2011-06-30;2011-08-09;2012-08-09;300347978;301147673;71041000;-22500000;48541000;-38547000;9994000;763000;9752000;-3767000;5985000;;5985000;5985000
TFSL;360767;USD;2011;Q4;2011-09-30;2011-11-29;2013-11-27;300728082;301633568;71916000;-19000000;52916000;-40890000;12026000;;10569000;-2090000;8479000;;8479000;8479000
TFSL;360767;USD;2012;Q1;2011-12-31;2012-02-09;2013-02-11;301044732;301416252;69964000;-15000000;54964000;-41489000;13475000;;12485000;-4026000;8459000;;8459000;8459000
TFSL;360767;USD;2012;Q2;2012-03-31;2012-05-10;2013-05-09;301153080;301706570;72196000;-27000000;45196000;-42157000;3039000;;1876000;-854000;1022000;;1022000;1022000
TFSL;360767;USD;2012;Q3;2012-06-30;2012-08-09;2013-08-08;301274602;301936577;72175000;-31000000;41175000;-40420000;755000;;433000;459000;892000;;892000;892000
